periodyear,res16p,emp,wages,wagelt5k,wage5to10k,wage10to20k,wage20to50k,wage50kplus,privatesector,stategovt,localgovt,female,male,age45p,age50p,empQ1,empQ2,empQ3,empQ4,fourq,newhires,uiclaimants,prevagri,prevmine,prevutil,prevconstr,prevmanu,prevtrade,prevtrans,previnfo,prevfin,prevrealest,prevprof,prevmanag,prevadminwaste,prevedu,prevhealth,prevarts,prevaccom,prevstate,agiaexp,community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id
2007,30,10,363343.00,1,1,3,1,4,8,1,1,3,7,7,6,8,8,9,9,6,4,3,0,1,2,2,0,4,2,0,0,0,1,0,3,0,3,0,4,3,10,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2008,29,13,254074.00,3,2,3,4,1,11,2,0,4,9,8,8,8,8,11,11,6,8,3,0,0,1,3,0,4,2,0,1,0,1,0,2,0,2,0,5,2,9,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2009,28,14,353018.00,3,0,5,4,2,10,4,0,7,7,9,8,10,11,10,13,9,6,2,0,2,1,4,0,5,2,0,0,0,1,0,4,0,2,0,6,4,12,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2010,25,14,379190.00,4,1,1,4,4,10,4,0,6,8,8,7,10,11,12,12,8,3,3,0,1,1,3,0,4,2,0,2,0,0,0,3,0,0,0,4,4,9,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2011,24,13,354119.00,2,2,1,5,3,10,3,0,5,8,9,8,9,11,10,11,6,4,6,0,1,2,4,0,2,3,0,1,0,0,0,3,0,1,0,3,5,10,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2012,27,12,536063.00,1,2,1,2,6,10,1,1,5,7,7,6,9,11,11,10,8,0,6,0,2,2,5,0,2,2,1,1,0,0,0,3,0,1,0,6,4,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2013,26,16,733758.00,3,2,3,1,7,12,2,2,5,11,11,6,12,13,13,12,10,4,5,0,2,0,6,0,1,1,1,1,0,0,0,3,0,1,0,6,4,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2014,25,12,666237.00,2,0,1,3,6,9,3,0,4,8,5,4,8,10,11,11,7,3,3,0,2,0,7,0,0,1,1,1,0,0,0,1,0,1,0,7,5,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2015,22,8,494315.00,1,1,1,1,4,8,0,0,2,6,4,2,5,6,7,7,4,2,2,0,2,0,7,0,0,1,2,1,0,0,0,1,0,1,0,6,3,,Tolsona,1865569,78297,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0838889,-146.0702778,Copper River/Chugach,c825b514-f3ce-4aa5-b5f4-998c17902236
2016,68,18,307690.60,7,1,4,6,0,13,2,3,14,4,8,8,10,13,14,12,7,8,6,0,2,1,4,1,4,1,0,0,1,1,1,5,0,3,1,5,6,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2000,62,28,493832.22,7,5,7,6,3,20,2,6,14,14,12,5,16,20,19,24,11,17,7,1,3,1,9,3,8,3,1,2,1,1,0,3,0,5,2,8,6,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2001,67,27,655013.00,5,5,6,7,4,18,3,6,15,12,14,8,21,24,22,18,14,11,7,1,2,1,8,2,11,5,0,2,1,1,0,2,0,4,2,7,5,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2002,70,24,512591.00,5,4,5,7,3,18,2,4,11,13,13,6,15,22,21,16,12,10,11,1,6,1,8,2,7,4,0,1,1,0,0,2,0,4,2,10,4,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2003,77,31,754676.00,8,3,6,9,5,22,5,4,13,18,15,7,23,24,22,23,16,13,13,1,7,2,6,1,8,6,0,0,0,2,0,5,0,4,2,11,6,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2004,68,27,593481.00,6,3,9,6,3,17,3,7,13,14,16,11,15,18,21,20,12,12,9,2,4,2,6,1,9,3,1,1,0,1,0,0,0,3,2,10,6,25,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2005,73,30,836162.00,5,4,8,8,5,18,4,8,13,17,17,13,20,26,26,26,18,13,8,2,4,2,8,2,13,4,1,2,1,1,0,4,0,4,3,13,6,27,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2006,68,32,762456.00,4,6,10,8,4,22,4,6,14,18,19,14,22,26,26,28,17,14,9,1,3,1,10,2,9,6,1,2,0,2,0,3,0,2,4,11,5,27,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2007,62,28,798070.00,4,3,8,7,6,19,3,6,13,15,16,14,21,25,25,23,18,14,8,0,1,1,3,2,6,5,0,1,1,1,0,4,0,3,1,7,5,25,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2008,65,25,712924.00,6,0,7,6,6,17,3,5,11,14,17,15,19,21,19,19,13,7,10,1,1,1,4,0,7,4,0,1,2,1,0,6,0,3,1,6,5,25,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2009,64,30,899703.00,4,3,8,8,7,22,3,5,14,16,17,14,23,23,23,24,18,12,18,0,3,1,7,1,11,5,0,0,2,2,0,5,0,4,2,4,4,27,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2010,72,28,884155.00,6,4,4,6,8,19,2,7,14,14,18,13,18,25,22,23,14,10,13,0,1,0,7,1,7,4,0,0,1,1,0,5,0,5,0,6,4,28,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2011,82,28,794588.00,7,4,2,9,6,20,2,6,18,10,15,13,21,25,25,21,14,9,13,0,1,1,6,3,9,5,0,0,1,1,0,6,0,6,0,9,2,26,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2012,78,24,683212.00,5,4,5,4,6,18,3,3,14,10,13,12,18,24,18,20,12,0,11,0,1,1,6,2,8,4,0,0,1,1,0,7,0,5,0,7,4,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2013,74,29,701708.00,9,6,5,4,5,19,4,6,16,13,12,12,19,25,20,17,10,14,9,0,4,1,7,2,6,4,0,0,2,1,0,7,0,3,2,7,7,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2014,72,22,436431.00,7,5,2,5,3,15,2,5,13,9,10,9,10,14,17,16,6,11,7,0,3,1,6,1,6,2,0,0,1,1,0,5,0,3,1,7,8,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2015,71,17,381003.00,4,1,5,4,3,10,3,4,13,4,9,9,9,15,13,16,8,5,3,0,2,1,5,1,6,2,0,1,1,1,1,5,0,3,2,9,6,,Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013
2016,410,152,4416949.55,24,22,39,40,27,119,8,25,75,77,87,78,115,130,130,119,92,44,42,4,26,2,36,7,54,43,2,3,3,13,3,23,3,22,7,60,20,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2000,369,178,3166337.72,57,32,41,33,15,154,9,15,87,91,73,46,103,142,139,130,69,114,72,8,21,3,42,24,51,39,13,7,4,10,0,33,2,11,6,102,20,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2001,354,175,3429799.00,44,37,36,41,17,152,8,15,82,93,86,56,110,146,139,129,76,87,63,7,17,1,37,21,51,59,20,5,6,18,0,29,2,19,5,96,16,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2002,359,164,3775880.00,39,27,38,36,24,132,10,22,81,83,82,56,97,150,151,132,82,74,63,4,20,1,49,10,46,70,17,2,4,15,0,24,1,19,5,80,17,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2003,384,194,4339960.00,55,32,35,44,28,163,8,23,96,98,91,63,109,167,165,140,82,96,92,4,21,1,56,16,63,89,20,6,5,24,0,30,2,25,6,87,15,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2004,402,186,3802314.00,46,37,37,41,25,153,8,25,92,94,93,56,103,162,155,137,77,72,90,2,19,1,70,13,70,87,20,8,5,19,0,30,3,31,7,97,14,182,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2005,388,182,3888780.00,43,30,43,41,25,144,9,29,97,85,94,63,104,157,159,137,82,74,60,1,21,1,57,12,70,71,15,5,3,12,0,18,2,29,6,89,15,168,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2006,381,171,4300323.00,44,16,40,43,28,137,8,26,87,84,97,63,102,145,144,134,79,70,59,2,22,1,55,11,67,58,8,6,1,8,0,24,3,17,4,74,13,158,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2007,382,178,4605310.00,44,18,37,47,32,143,10,25,94,84,91,67,108,156,160,140,92,78,57,2,21,1,42,10,65,66,5,3,1,7,0,31,2,18,10,79,14,154,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2008,378,171,4483225.00,47,17,32,49,26,133,9,29,93,78,93,69,118,156,143,121,90,65,57,2,21,1,34,7,63,53,3,4,1,8,0,23,0,20,9,76,19,156,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2009,404,166,4916296.00,33,23,38,42,30,133,10,23,86,80,95,73,109,147,145,130,91,56,67,1,22,1,41,7,80,45,1,4,4,7,0,25,2,22,6,71,19,161,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2010,407,165,4811303.00,41,16,28,48,32,129,9,27,83,82,95,73,114,143,136,126,83,48,72,1,23,1,34,7,72,46,1,4,2,9,1,25,2,18,6,74,17,161,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2011,413,172,4817247.00,40,24,30,46,32,130,9,33,88,84,105,82,108,145,153,134,90,61,72,1,25,1,39,5,66,48,2,5,2,10,1,26,2,20,7,66,15,157,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2012,411,176,5004650.00,39,25,31,52,29,134,12,30,88,88,106,87,126,165,154,137,100,0,61,1,21,1,33,7,59,66,2,5,1,10,0,24,3,23,8,57,16,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2013,406,175,4804549.00,35,22,42,46,30,135,10,30,90,85,110,87,125,148,158,135,102,59,48,0,19,1,31,5,66,62,3,7,1,12,2,31,4,15,9,58,15,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2014,398,173,5060309.00,33,30,32,49,29,139,9,25,82,91,106,83,111,148,149,139,93,69,43,1,20,1,42,5,57,50,3,6,1,11,3,27,2,19,7,63,16,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2015,404,165,4778275.00,37,26,36,35,31,130,10,25,85,80,97,84,108,137,143,125,84,64,45,2,21,1,38,8,52,43,2,4,1,12,4,25,2,21,8,54,17,,Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de
2016,547,313,12666949.50,41,24,43,100,105,250,32,31,154,159,152,124,256,278,268,254,208,99,38,10,27,9,63,22,91,30,11,6,14,34,0,44,5,65,21,89,56,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2000,431,296,7612818.15,57,43,42,107,47,239,23,34,125,171,104,48,228,263,261,247,190,139,78,3,27,6,79,22,134,55,31,3,15,20,0,38,5,46,7,89,39,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2001,450,297,8759687.00,50,28,49,115,55,226,29,42,130,167,111,55,243,273,257,244,198,111,61,5,28,7,82,19,136,50,30,6,21,21,0,39,3,57,10,87,49,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2002,471,307,9217226.00,47,29,43,134,54,239,32,36,136,171,120,58,250,288,275,259,216,121,56,4,22,8,81,20,123,41,26,4,29,21,0,37,6,64,15,101,49,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2003,505,326,9754766.00,57,27,52,129,61,247,40,39,149,177,124,65,261,286,286,273,221,140,64,4,28,11,91,19,127,47,24,9,28,24,0,45,9,69,15,100,55,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2004,499,320,9552982.00,51,33,55,120,61,247,33,40,145,175,119,71,261,279,274,270,220,124,67,3,25,11,84,24,130,51,21,3,23,17,0,42,8,66,15,108,49,226,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2005,527,346,11094980.00,46,32,55,128,85,266,37,43,164,182,133,86,286,320,308,289,241,126,49,5,27,9,97,26,129,54,17,5,23,28,0,44,10,80,25,106,63,250,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2006,528,350,11548422.00,41,38,61,128,82,260,47,43,168,182,140,92,291,309,313,291,233,144,56,9,20,7,87,25,134,52,12,5,24,36,0,50,10,86,22,104,71,257,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2007,534,350,11386514.00,49,38,55,123,85,263,36,51,171,179,140,99,278,302,312,300,234,156,61,13,22,8,85,29,126,56,14,5,20,43,0,60,11,82,18,111,68,261,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2008,548,357,13112301.00,45,21,55,133,103,264,49,44,172,185,143,104,297,325,326,302,258,125,55,16,24,8,71,26,120,53,12,6,17,46,0,56,8,83,20,103,82,258,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2009,558,340,13303997.00,40,20,35,131,114,244,53,43,164,176,142,100,291,303,313,291,252,92,50,11,21,9,68,24,112,56,11,7,22,46,0,60,8,78,17,91,76,251,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2010,551,343,14035931.00,45,25,37,110,126,252,42,49,162,181,159,108,291,304,314,293,250,113,52,10,25,12,56,25,123,47,12,10,23,46,0,51,12,73,15,85,72,245,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2011,567,357,14395786.00,49,27,47,105,129,273,39,45,171,186,175,113,293,322,325,306,256,131,58,13,25,12,58,28,129,42,12,6,20,42,0,48,9,66,18,89,66,250,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2012,569,343,14349463.00,40,27,31,117,128,253,41,49,172,171,169,125,300,316,310,291,253,0,55,13,25,9,59,24,104,35,10,5,16,41,0,47,8,72,17,85,68,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2013,545,327,13640107.00,44,19,37,107,120,246,38,43,157,170,164,126,268,298,281,268,218,108,55,7,23,12,65,17,89,36,9,3,12,37,0,37,5,70,15,81,66,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2014,538,324,14375620.00,39,20,31,110,124,247,39,38,148,176,160,122,274,290,287,273,229,104,39,8,25,10,63,18,86,30,9,5,14,34,0,43,5,63,22,94,66,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2015,558,327,14538420.00,35,25,30,113,124,254,38,35,150,177,165,124,272,296,294,273,237,101,35,8,27,11,64,17,81,28,9,4,13,36,0,48,5,62,23,93,62,,Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f
2016,133,77,1465256.20,28,11,16,15,7,34,2,41,42,35,34,29,53,63,58,58,38,37,24,0,4,0,33,0,9,1,0,0,2,6,18,5,1,16,5,4,5,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2000,137,98,1170076.16,38,21,17,21,1,89,0,9,40,58,21,11,68,75,72,69,40,70,32,39,16,0,55,22,15,2,2,47,69,5,0,24,0,25,3,20,3,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2001,124,80,956506.00,33,10,18,19,0,71,0,9,33,47,17,7,57,60,57,56,36,43,21,38,14,0,55,18,12,3,0,38,58,3,0,25,0,21,2,13,1,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2002,134,92,1391515.00,28,19,18,23,4,79,0,13,41,51,21,12,73,79,83,78,54,60,31,40,17,0,53,10,18,3,1,26,54,4,0,26,0,21,3,21,0,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2003,139,101,1549510.00,35,12,24,26,4,86,0,15,44,57,26,14,80,78,79,68,48,47,22,36,18,0,53,3,20,3,0,6,46,7,0,25,0,20,3,27,0,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2004,137,91,1615039.00,27,21,13,25,5,37,0,54,40,51,28,12,65,74,76,78,53,46,37,34,19,0,52,2,13,2,0,5,34,5,0,23,0,20,0,27,0,97,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2005,145,101,2001642.00,28,10,24,29,10,48,0,53,42,59,31,14,82,79,80,81,58,49,34,22,25,0,56,3,10,2,1,2,9,7,0,28,0,14,0,33,0,106,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2006,140,94,1662217.00,28,17,18,26,5,44,0,50,43,51,26,16,67,81,78,71,53,39,39,12,25,1,48,3,7,0,2,3,16,10,0,24,1,13,0,29,0,98,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2007,128,88,1530395.00,30,10,17,25,6,31,0,57,42,46,23,15,68,69,74,62,47,42,39,8,15,0,41,2,8,0,2,3,42,8,0,17,1,9,5,23,1,89,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2008,117,78,1561975.00,18,9,24,20,7,34,0,44,29,49,32,21,56,64,63,63,39,37,33,0,16,1,42,1,7,2,3,0,9,6,0,14,1,3,9,12,0,86,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2009,126,85,2047036.00,26,8,13,26,12,44,0,41,32,53,38,25,61,76,69,71,49,39,41,0,17,1,48,2,9,2,3,8,8,6,0,19,1,3,10,11,0,99,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2010,123,76,1782082.00,18,13,10,26,9,39,0,37,33,43,32,21,53,57,66,61,40,30,33,0,10,1,44,2,5,2,2,10,10,4,0,9,1,2,11,7,0,92,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2011,131,83,1969257.00,18,19,13,22,11,37,0,46,40,43,34,20,53,69,67,67,43,36,38,0,7,0,43,5,7,3,1,12,4,5,0,8,0,11,13,12,1,93,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2012,124,88,2387569.00,19,10,21,24,14,44,0,44,47,41,33,21,65,66,76,74,51,0,29,0,6,0,42,2,6,3,0,12,4,6,0,6,0,18,10,7,1,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2013,132,100,2875887.00,31,6,19,24,20,44,0,56,53,47,42,30,73,80,86,83,55,44,35,0,4,0,41,1,9,1,0,12,4,7,11,6,0,19,5,6,0,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
2014,125,88,2074652.00,24,11,21,19,13,32,0,56,48,40,40,31,66,63,69,69,42,38,37,0,6,0,36,1,7,0,1,12,3,2,12,4,0,14,4,6,6,,Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59
